"player_name","player_url","season_injured","injury","injured_since","injured_until","duration","games_missed","club"
"
                                    
                        #34                    
                                Joël Veltman            ","https://www.transfermarkt.com/joel-veltman/profil/spieler/111195","14/15","Hamstring strain",2015-01-11,2015-02-06,"26 days","4","Ajax Amsterdam"
"
                                    
                        #34                    
                                Joël Veltman            ","https://www.transfermarkt.com/joel-veltman/profil/spieler/111195","13/14","Knee problems",2013-08-06,2013-09-29,"54 days","17","Ajax Amsterdam"
"
                                    
                        #34                    
                                Joël Veltman            ","https://www.transfermarkt.com/joel-veltman/profil/spieler/111195","23/24","Knee injury",2023-12-17,2024-02-05,"50 days","9","Ajax Amsterdam"
"
                                    
                        #34                    
                                Joël Veltman            ","https://www.transfermarkt.com/joel-veltman/profil/spieler/111195","21/22","Ankle injury",2021-12-15,2021-12-28,"13 days","2","Netherlands"
"
                                    
                        #34                    
                                Joël Veltman            ","https://www.transfermarkt.com/joel-veltman/profil/spieler/111195","12/13","Knee problems",2013-05-06,2013-06-24,"49 days","7","Ajax Amsterdam"
"
                                    
                        #34                    
                                Joël Veltman            ","https://www.transfermarkt.com/joel-veltman/profil/spieler/111195","12/13","Thigh problems",2013-03-14,2013-03-28,"14 days","11","Netherlands"
"
                                    
                        #34                    
                                Joël Veltman            ","https://www.transfermarkt.com/joel-veltman/profil/spieler/111195","10/11","Cruciate ligament injury",2011-02-01,2011-11-01,"273 days","32","Ajax Amsterdam"
"
                                    
                        #34                    
                                Joël Veltman            ","https://www.transfermarkt.com/joel-veltman/profil/spieler/111195","12/13","Knee problems",2013-05-06,2013-06-24,"49 days","7","Netherlands"
"
                                    
                        #34                    
                                Joël Veltman            ","https://www.transfermarkt.com/joel-veltman/profil/spieler/111195","12/13","Thigh problems",2013-03-14,2013-03-28,"14 days","11","Ajax Amsterdam U19"
"
                                    
                        #34                    
                                Joël Veltman            ","https://www.transfermarkt.com/joel-veltman/profil/spieler/111195","10/11","Cruciate ligament injury",2011-02-01,2011-11-01,"273 days","32","Ajax Amsterdam U21"
"
                                    
                        #34                    
                                Joël Veltman            ","https://www.transfermarkt.com/joel-veltman/profil/spieler/111195","12/13","Knee problems",2013-05-06,2013-06-24,"49 days","7","Netherlands"
"
                                    
                        #34                    
                                Joël Veltman            ","https://www.transfermarkt.com/joel-veltman/marktwertverlauf/spieler/111195",NA,NA,NA,NA,NA,NA,NA
